Title,Author,Publication date,Publisher,Language,Pages,Editions,Rating,Aggregate approval,Want to read,Currently reading,Have read
The house of a thousand candles,Meredith Nicholson,-0.9153624595423568,Grosset & Dunlap,English,0.5104729344666941,1.6636283168048294,0.0,-0.22696263082477028,-0.1199767744065613,-0.06993832827610479,-0.27109471908101535
Wind in the Willows,Kenneth Grahame,0.43562552068486116,Parragon Book Service Limited,English,6.260288420793835e-17,2.2715323798158646,0.0,-0.22696263082477028,-0.10281167117712288,-0.12708801542839973,-0.27109471908101535
Crotchet castle.,Thomas Love Peacock,-1.9903421427339065,T. Hookham,English,0.05485384632884751,0.9431494273102686,0.0,-0.22696263082477028,-0.11311073311478594,-0.12708801542839973,-0.27109471908101535
The iron heel,Jack London,-0.8717822021156724,Everett & Co.,English,-0.0173784481320306,1.990095313607052,3.33,0.4432626582871133,0.26795455857874734,0.33010948178995997,0.21171412080436058
Wet Magic (Books of Wonder (Seastar Paperback)),Edith Nesbit,0.4792057781115456,Chronicle Books,English,-0.5452298307307553,0.8643470487718011,3.0,-0.18670885970693943,-0.04101729955114451,-0.12708801542839973,-0.15967729449208246
The hill of dreams,Arthur Machen,-0.8863089545912338,D. Estes,,6.260288420793835e-17,0.9881793579036787,3.67,0.2162313891825473,-0.04788334084291988,-0.12708801542839973,0.026018413156139064
Lavengro,George Henry Borrow,-1.699807093222677,J. Murray,,6.260288420793835e-17,0.7630297049366285,0.0,-0.22696263082477028,-0.123409795052449,-0.12708801542839973,-0.27109471908101535
The Magic City,Edith Nesbit,0.17414397612475443,Macmillan,English,6.260288420793835e-17,2.3503347583543324,2.5,-0.1598730122950522,-0.010120113738155325,0.04436104602848513,-0.12253815296243814
Secret Garden,Francis Hodgson Burnett,0.6535268078182834,CreateSpace Independent Publishing Platform,English,-0.7341450623976672,6.943387678882156,4.0,-0.11961924117722136,-0.08221354730179675,-0.06993832827610479,-0.19681643602172674
Moran of the Lady Letty,Frank Norris,-1.0170497268712873,Doubleday & McClure Co.,,6.260288420793835e-17,1.1120116670355562,4.0,-0.11961924117722136,-0.123409795052449,-0.12708801542839973,-0.19681643602172674
The Enchanted Island of Yew (Dodo Press),L. Frank Baum,0.5663662929649145,Dodo Press,English,-0.9008349726920013,1.2245864935190813,4.0,-0.17329093600099582,-0.09594562988534751,-0.12708801542839973,-0.23395557755137106
The path of the king,John Buchan,-0.6829344199333731,George H. Doran company,English,-0.0007094571025971889,1.2020715282223764,0.0,-0.22696263082477028,-0.10967771246889825,-0.12708801542839973,-0.27109471908101535
Witch Wood,John Buchan,0.2903579959292463,Canongate,English,0.010403203583691751,1.4722511117828365,3.52,1.048276838188111,-0.0169861550299307,-0.012788641123809825,0.43454896998222636
Heidi,Johanna Spyri,0.7261605701960908,CreateSpace Independent Publishing Platform,English,-0.9119476333782903,2.823149029585138,5.0,-0.09278339376533414,-0.09251260923945982,-0.12708801542839973,-0.19681643602172674
Abbot's Ghost,Louisa May Alcott,0.5373127880137916,Thomas Nelson,English,-0.8786096513194235,2.2265024492224548,0.0,-0.22696263082477028,-0.1268428156983367,-0.12708801542839973,-0.27109471908101535
The power-house,John Buchan,-0.7555681823111805,Houghton Mifflin,,-0.41743423283843245,1.1457841149806138,3.58,0.34947137158256736,-0.08221354730179675,-0.012788641123809825,-0.04825986990314954
"Uncle Silas, a tale of Bartram-Haugh.",Joseph Sheridan Le Fanu,-1.0025229743957258,Macmillan,,6.260288420793835e-17,2.0238677615521095,4.0,-0.17329093600099582,-0.04788334084291988,-0.12708801542839973,-0.19681643602172674
In the days of Drake,Joseph Smith Fletcher,-1.0315764793468487,"Rand, McNally & Company",English,-0.23407533151466495,1.1682990802773188,0.0,-0.22696263082477028,-0.11311073311478594,-0.12708801542839973,-0.27109471908101535
Time Machine,H. G. Wells,0.7116338177205294,CreateSpace Independent Publishing Platform,English,-1.4564680070064484,1.5735684556180092,5.0,-0.1598730122950522,-0.04101729955114451,0.04436104602848513,-0.23395557755137106
Black Beauty,Anna Sewell,0.7406873226716523,Creation Publishers,English,6.260288420793835e-17,4.005184707662151,0.0,-0.22696263082477028,-0.123409795052449,-0.12708801542839973,-0.27109471908101535
The Middle temple murder,Joseph Smith Fletcher,-0.711987924884496,Grosset & Dunlap,English,0.16042412284859245,1.0557242537937936,3.0,-0.18670885970693943,-0.08907958859357212,-0.06993832827610479,-0.19681643602172674
K.,Mary Roberts Rinehart,-0.770094934786742,Houghton Mifflin Company,English,0.6604938537315947,0.9093769793652111,3.67,0.2162313891825473,-0.07878052665590907,-0.06993832827610479,-0.04825986990314954
The Clue of the Twisted Candle,Edgar Wallace,-0.9879962219201642,Hodder and Stoughton Limited,English,0.17709311387802584,2.6430293072114974,3.5,-0.13303716488316497,-0.07878052665590907,-0.06993832827610479,-0.19681643602172674
Der Menschen Hörigkeit,W. Somerset Maugham,0.33393825335593075,Diogenes,German,2.305167635302358,2.2715323798158646,0.0,-0.22696263082477028,-0.04788334084291988,-0.012788641123809825,-0.27109471908101535
Under the lalacs.,Louisa May Alcott,-1.3075847763825168,"S. Low, Marston",,6.260288420793835e-17,2.1702150359806924,5.0,-0.1598730122950522,-0.04101729955114451,0.04436104602848513,-0.15967729449208246
The moon and sixpence,W. Somerset Maugham,-0.711987924884496,Grosset & Dunlap,English,-0.05627276053404189,3.881352398530274,0.0,-0.22696263082477028,-0.11654375376067362,-0.12708801542839973,-0.27109471908101535
The cat of Bubastes,G. A. Henty,-1.1477904991513406,Blackie & Son,,6.260288420793835e-17,1.0669817364421463,0.0,-0.22696263082477028,0.010478010137170798,-0.06993832827610479,-0.08539901143279384
At the earth's core,Edgar Rice Burroughs,-0.7846216872623035,Doubleday,English,-0.767483044456534,1.5397960076729518,4.0,-0.17329093600099582,-0.06848146471824601,-0.12708801542839973,-0.08539901143279384
A final reckoning,G. A. Henty,-1.278531271431394,Blackie,,6.260288420793835e-17,1.4722511117828365,0.0,-0.22696263082477028,-0.11654375376067362,-0.12708801542839973,-0.23395557755137106
Le Mystère des jonquilles,Edgar Wallace,0.2758312434536848,NéO,French,-0.4229905631815769,1.1345266323322614,3.1,0.18899300405948175,-0.0719144853641337,-0.06993832827610479,-0.08539901143279384
The Free fishers,John Buchan,-0.4940866377510738,Hodder and Stoughton,English,0.1659804531917369,1.1795565629256715,3.8,0.027977919588158387,-0.09251260923945982,-0.06993832827610479,-0.15967729449208246
Carmilla,Joseph Sheridan Le Fanu,0.04340320384470109,Scholastic Book Services,,-0.9897362581823129,2.60925685926644,3.72,1.2205629785724268,0.5116990244367732,0.33010948178995997,1.3258883666936896
Anthem (Signet),Ayn Rand,-0.10186432091091374,Signet,English,-1.606488926271349,0.7742871875849809,3.38,1.5871406542188062,0.26452153793285965,0.3872591689422549,1.734418923519777
The Napoleon of Notting Hill,Gilbert Keith Chesterton,-0.9298892120179183,John Lane: The Bodley Head,English,0.18820577456431478,1.9338079003652895,4.33,-0.052663801884562725,0.08257144370081222,0.15866042033307504,-0.04825986990314954
Midwinter,John Buchan,-0.6538809149822501,George H. Doran company,English,0.23821274765261502,1.0332092884970887,3.31,0.9277838833087372,-0.05131636148880757,-0.12708801542839973,0.3602706869229378
Brood of the Witch-queen,Sax Rohmer,-0.6393541625066886,"Doubleday, Page",English,-0.06738542122033082,0.8643470487718011,4.0,-0.17329093600099582,0.09630352628436298,0.15866042033307504,-0.15967729449208246
Eight cousins,Louisa May Alcott,-1.3656917862847628,Roberts Brothers,English,-0.0007094571025971889,6.324226133222768,4.0,-0.11961924117722136,-0.07534750601002138,-0.06993832827610479,-0.08539901143279384
The Woodlanders: A Novel,Thomas Hardy,-1.1768440041024635,Harper & brothers,,0.5049166041235496,2.5979993766180876,0.0,-0.22696263082477028,-0.1199767744065613,-0.12708801542839973,-0.27109471908101535
Pollyanna,Eleanor Hodgman Porter,0.7116338177205294,Scholastic,English,-0.18962468876950916,1.5960834209147141,5.0,-0.1598730122950522,-0.04101729955114451,0.10151073318078009,-0.23395557755137106
The history of Pendennis.,William Makepeace Thackeray,-1.7288605981738,Bradbury and Evans,,6.260288420793835e-17,0.8643470487718011,0.0,-0.22696263082477028,-0.1268428156983367,-0.06993832827610479,-0.27109471908101535
Salute to adventurers,John Buchan,-0.9879962219201642,T. Nelson,English,0.4993602737804051,1.4835085944311892,4.0,-0.0659475463534469,-0.0993786505312352,-0.12708801542839973,-0.19681643602172674
The Magic World,Edith Nesbit,0.4065720157337382,Puffin,English,-0.18962468876950916,2.4178796542444476,2.5,-0.1598730122950522,0.027643113366609233,-0.012788641123809825,-0.15967729449208246
Ziska,Marie Corelli,-1.0315764793468487,Stone & Kimball,English,0.13819880147601457,0.9318919446619162,0.0,-0.22696263082477028,-0.123409795052449,-0.12708801542839973,-0.27109471908101535
The  sea fairies,L. Frank Baum,-0.8282019446889879,Reilly & Britton,,6.260288420793835e-17,2.7105742031016127,4.0,-0.11961924117722136,0.08943748499258761,-0.06993832827610479,-0.23395557755137106
A bid for fortune,Guy Newell Boothby,-1.0606299842979716,Appleton,,6.260288420793835e-17,2.3841072062993898,0.0,-0.22696263082477028,-0.1268428156983367,-0.12708801542839973,-0.27109471908101535
The Street of Seven Stars,Mary Roberts Rinehart,-0.7846216872623035,Floating Press,English,0.5882615592707167,2.721831685749965,0.0,-0.22696263082477028,-0.08564656794768444,-0.12708801542839973,-0.23395557755137106
Long live the king!,Mary Roberts Rinehart,-0.741041429835619,Houghton Mifflin,,6.260288420793835e-17,1.0332092884970887,0.0,-0.22696263082477028,-0.09594562988534751,-0.12708801542839973,-0.27109471908101535
Aphrodite: mœurs antiques,Pierre Louÿs,-1.7433873506493613,A. Fayard,,1.5828446906935767,0.8305746008267435,0.0,-0.22696263082477028,-0.11654375376067362,-0.06993832827610479,-0.27109471908101535
Wulf the Saxon,G. A. Henty,-1.075156736773533,Blackie,,6.260288420793835e-17,1.809975591233412,0.0,-0.22696263082477028,-0.0993786505312352,-0.06993832827610479,-0.27109471908101535
"Antonina, or, The fall of Rome.",Wilkie Collins,-1.7143338456982384,R. Bentley,,6.260288420793835e-17,0.7742871875849809,0.0,-0.22696263082477028,-0.07878052665590907,-0.06993832827610479,-0.27109471908101535
The half-hearted,John Buchan,-0.9879962219201642,Hodder & Stoughton,English,0.1493114621623035,0.9881793579036787,0.0,-0.22696263082477028,-0.11654375376067362,-0.12708801542839973,-0.27109471908101535
The lodger,Marie Adelaide (Belloc) Lowndes,0.4065720157337382,Oxford University Press,English,-0.4841101969561661,1.348418802650959,0.0,-0.22696263082477028,-0.054749382134695254,0.10151073318078009,-0.19681643602172674
The enchanted castle,Edith Nesbit,-0.8863089545912338,T. Fisher Unwin,English,0.34378302417235995,3.0032687519587777,4.0,0.09506753811787645,0.45677069410257015,0.8444566661606145,-0.011120728373505239
The blue castle,Lucy Maud Montgomery,0.3048847484048078,Bantam,English,-0.40076524180899903,0.819317118178391,3.6,0.4976052492961849,0.21302622824454434,0.21581010748537,0.3602706869229378
King Solomon's Mines,H. Rider Haggard,0.6971070652449679,"Orion Publishing Group, Limited",English,6.260288420793835e-17,2.721831685749965,0.0,-0.22696263082477028,-0.123409795052449,-0.12708801542839973,-0.27109471908101535
Ninety-three.,Victor Hugo,-1.3656917862847628,Harper & brothers,,6.260288420793835e-17,1.2020715282223764,3.3,0.215828851471369,-0.06848146471824601,-0.06993832827610479,-0.011120728373505239
Lilith,George MacDonald,-1.0606299842979716,"Dodd, Mead and company",English,0.3382266938292155,4.151531982090734,0.0,-0.22696263082477028,-0.07878052665590907,-0.012788641123809825,-0.19681643602172674
In the days of the comet,H. G. Wells,-0.9008357070667954,Century,English,0.4882476130941162,1.1457841149806138,3.33,-0.09291757300239356,-0.02728521696759376,-0.06993832827610479,-0.15967729449208246
A house-boat on the styx,John Kendrick Bangs,-1.0606299842979716,Harper & Brothers,,6.260288420793835e-17,1.7649456606400018,4.0,-0.0659475463534469,-0.08564656794768444,-0.06993832827610479,-0.19681643602172674
Elizabeth and her German garden,Elizabeth von Arnim,-0.9879962219201642,The Macmillan company,English,6.260288420793835e-17,0.819317118178391,5.0,-0.1598730122950522,-0.06161542342647063,-0.12708801542839973,-0.19681643602172674
The red thumb mark,R. Austin Freeman,-0.6393541625066886,"Dodd, Mead & company",English,6.260288420793835e-17,1.4384786638377791,3.62,0.5502035102234839,-0.05131636148880757,-0.06993832827610479,0.10029669621542767
Uncle Bernac,Arthur Conan Doyle,-1.0315764793468487,D. Appleton and company,,6.260288420793835e-17,2.2715323798158646,0.0,-0.22696263082477028,-0.10967771246889825,-0.12708801542839973,-0.27109471908101535
The house by the church-yard,Joseph Sheridan Le Fanu,-1.4237987961870087,Frederick Warne,English,0.9216413798593849,0.9431494273102686,3.44,0.5115598899503662,-0.0444503201970322,-0.06993832827610479,0.13743583774507198
To Have and to Hold,Mary Johnston,0.7116338177205294,CreateSpace Independent Publishing Platform,English,-0.7341450623976672,1.280873906760844,0.0,-0.22696263082477028,-0.11311073311478594,-0.12708801542839973,-0.27109471908101535
Three Musketeers,Alexandre Dumas,0.6680535602938449,CreateSpace Independent Publishing Platform,English,0.5993742199570056,1.6298558688597717,4.67,-0.038977519704500245,-0.03758427890525682,-0.12708801542839973,-0.15967729449208246
Sky Island,L. Frank Baum,0.4065720157337382,"Copp, Clark",English,-0.6674690982799336,2.60925685926644,3.44,0.5115598899503662,-0.05131636148880757,-0.12708801542839973,-0.04825986990314954
The flight of the shadow,George MacDonald,-1.1042102417246562,D. Appleton and Company,English,6.260288420793835e-17,0.7405147396399234,0.0,-0.22696263082477028,-0.123409795052449,-0.12708801542839973,-0.27109471908101535
Ulysses,James Joyce,0.7697408276227753,Independently Published,English,6.260288420793835e-17,1.6523708341564767,0.0,-0.22696263082477028,-0.123409795052449,-0.12708801542839973,-0.27109471908101535
"'Farewell, Nikola.'",Guy Newell Boothby,-0.9734694694446028,"Ward, Lock",,6.260288420793835e-17,1.719915730046592,0.0,-0.22696263082477028,-0.1268428156983367,-0.12708801542839973,-0.27109471908101535
Dr. Nikola's Experiment,Guy Newell Boothby,0.4937325305871071,Borgo Press,English,-0.5674551521033332,1.9675803483103471,0.0,-0.22696263082477028,-0.1268428156983367,-0.12708801542839973,-0.27109471908101535
"Sybil; or, The two nations",Benjamin Disraeli,-2.004868895209468,P. F. Collier & Son,English,0.7882894516239176,1.877520487123527,5.0,-0.1598730122950522,-0.08907958859357212,-0.06993832827610479,-0.23395557755137106
The last days of Pompeii,"Edward Bulwer Lytton, Baron Lytton",1.5580871205243187e-15,G. Routledge,,0.7271698178493284,1.9112929350685846,3.7,0.2695005462951434,0.07570540240903685,-0.12708801542839973,-0.08539901143279384
The black robe,Wilkie Collins,-1.2640045189558324,Chatto & Windus,English,6.260288420793835e-17,0.8981194967168586,3.33,-0.09291757300239356,-0.09251260923945982,-0.06993832827610479,-0.19681643602172674
I Will Repay: A Romance,"Emmuska Orczy, Baroness Orczy",-0.9008357070667954,Greening,,6.260288420793835e-17,0.9881793579036787,0.0,-0.22696263082477028,-0.08221354730179675,-0.12708801542839973,-0.27109471908101535
The golden age,Kenneth Grahame,-1.0606299842979716,Stone & Kimball,,6.260288420793835e-17,2.8794364428269,0.0,-0.22696263082477028,-0.03758427890525682,-0.06993832827610479,-0.23395557755137106
The Damned (Dodo Press),Algernon Blackwood,0.5663662929649145,Dodo Press,English,-1.1230881864177802,0.8080596355300386,4.0,-0.11961924117722136,-0.013553134384043012,-0.012788641123809825,-0.19681643602172674
The drums of jeopardy,Harold MacGrath,-0.6974611724089346,"Doubleday, Page & company",,0.5882615592707167,1.190814045574024,4.0,-0.17329093600099582,-0.1268428156983367,-0.12708801542839973,-0.23395557755137106
The Angel of Terror,Edgar Wallace,-0.6538809149822501,Hodder & Stoughton,,6.260288420793835e-17,1.8212330738817644,3.1,0.18899300405948175,-0.0169861550299307,-0.12708801542839973,-0.12253815296243814
Anne's house of dreams,Lucy Maud Montgomery,-0.6974611724089346,McClelland & Stewart,,6.260288420793835e-17,2.20398748392575,3.75,-0.025693775235616067,0.07227238176314917,0.10151073318078009,0.10029669621542767
The princess and Curdie,George MacDonald,1.5580871205243187e-15,Looking Glass Library,English,6.260288420793835e-17,4.286621773870964,0.0,-0.22696263082477028,-0.10624469182301056,-0.12708801542839973,-0.27109471908101535
Huntingtower.,John Buchan,-0.8427286971645495,T. Nelson,,6.260288420793835e-17,2.4629095848378575,3.5,-0.13303716488316497,-0.08907958859357212,-0.12708801542839973,-0.23395557755137106
Il testimone muto,R. Austin Freeman,0.3775185107826152,Compagnia Del Giallo - Gruppo Newton,Italian,-0.9008349726920013,0.8643470487718011,4.0,-0.17329093600099582,-0.1199767744065613,-0.12708801542839973,-0.23395557755137106
The Willows,Algernon Blackwood,0.5227860355382301,Project Gutenberg,English,-1.2231021325943807,2.6205143419147925,4.17,0.10875382029793894,-0.04101729955114451,-0.06993832827610479,-0.04825986990314954
Moonfleet.,John Meade Falkner,-0.24713184566652857,"Little, Brown",English,-0.2396316618578094,1.5172810423762466,0.0,-0.22696263082477028,-0.1268428156983367,-0.12708801542839973,-0.27109471908101535
An old-fashioned girl.,Louisa May Alcott,-1.4237987961870087,Roberts brothers,,6.260288420793835e-17,3.6562027455632236,4.5,-0.10620131747127774,0.013911030783058486,-0.012788641123809825,-0.04825986990314954
Rinkitink in Oz,L. Frank Baum,-0.7555681823111805,Reilly & Lee Co.,English,0.1326424711328701,2.5754844113213826,3.0,-0.18670885970693943,-0.09251260923945982,-0.12708801542839973,-0.19681643602172674
The lost continent,C. J. Cutcliffe Hyne,0.4937325305871071,University of Nebraska Press,English,-0.1840683584263647,1.5510534903213042,0.0,-0.22696263082477028,-0.11654375376067362,-0.12708801542839973,-0.27109471908101535
The Mysterious Key And What It Opened,Louisa May Alcott,0.551839540489353,Paperbackshop.Co.UK Ltd - Echo Library,English,-0.9897362581823129,1.0669817364421463,3.0,-0.18670885970693943,-0.1268428156983367,-0.12708801542839973,-0.23395557755137106
"Nostromo, a tale of the seaboard.",Joseph Conrad,-0.9298892120179183,Harper,,6.260288420793835e-17,1.5960834209147141,3.88,0.18952972100771948,0.03450915465838461,-0.012788641123809825,0.06315755468578337
At the back of the north wind,George MacDonald,1.5580871205243187e-15,Blackie and Son Limited,English,0.5604799075549943,4.185304430035791,4.5,-0.10620131747127774,-0.10967771246889825,-0.12708801542839973,-0.19681643602172674
The  pit,Frank Norris,-0.9444159644934798,P.F. Collier,,6.260288420793835e-17,1.393448733244369,0.0,-0.22696263082477028,-0.1268428156983367,-0.12708801542839973,-0.27109471908101535
Moby Dick,Herman Melville,0.3775185107826152,Ensslin und Laiblin,German,0.5549235772118498,1.1570415976289663,0.0,-0.22696263082477028,-0.11311073311478594,-0.06993832827610479,-0.27109471908101535
Puck of Pook's Hill,Rudyard Kipling,-0.9008357070667954,"Doubleday, Page",English,-0.07294175156347531,0.8080596355300386,3.75,0.17557508035353814,-0.04101729955114451,-0.06993832827610479,-0.12253815296243814
At Fault,Kate Chopin,0.26130449097812336,Green Street Press,English,-0.42854689352472136,0.9318919446619162,5.0,-0.1598730122950522,-0.10624469182301056,-0.12708801542839973,-0.19681643602172674
The Haunted Hotel,Wilkie Collins,-1.3075847763825168,Rose-Belford,English,-0.9341729547508681,0.7742871875849809,3.0,-0.14645508858910858,-0.006687093092267637,-0.012788641123809825,-0.15967729449208246
The story of the other wise man,Henry van Dyke,-1.0606299842979716,Harper,,6.260288420793835e-17,1.1120116670355562,3.0,-0.18670885970693943,-0.06504844407235832,-0.12708801542839973,-0.19681643602172674
The eye of Osiris,R. Austin Freeman,-0.8282019446889879,Collier,English,0.2993323814272042,1.1457841149806138,2.0,-0.20012678341288304,-0.05131636148880757,-0.12708801542839973,-0.19681643602172674
Phantastes,George MacDonald,1.5580871205243187e-15,"Loring, Publisher",English,-0.02293477847517507,4.309136739167669,3.67,-0.07923129082233109,0.2233252901822074,0.15866042033307504,-0.011120728373505239
The mirror of Kong Ho,Ernest Bramah,-0.5521936476533198,"Doubleday, Doran & Co., Inc.",English,-0.21185001014208704,1.6523708341564767,0.0,-0.22696263082477028,-0.1199767744065613,-0.12708801542839973,-0.19681643602172674
The  road to Oz,L. Frank Baum,-0.8572554496401109,Reilly & Lee,English,-0.16184303705378683,3.0820711304972455,3.33,0.041127484819983136,0.1443658153267906,0.04436104602848513,0.28599240386364916
Kentervil'skoe prividenie,Oscar Wilde,0.3775185107826152,Skaz,Russian,-0.8341590085742677,1.123269149683909,4.6,0.08164961441193284,0.04824123724193536,0.15866042033307504,-0.04825986990314954
The Chinese parrot,Earl Derr Biggers,0.6535268078182834,Ulverscroft,English,0.616043210986439,0.8868620140685061,0.0,-0.22696263082477028,-0.11311073311478594,-0.12708801542839973,-0.23395557755137106
"Right Ho, Jeeves",Pelham Grenville Wodehouse,0.6680535602938449,CreateSpace Independent Publishing Platform,English,-0.9008349726920013,0.819317118178391,0.0,-0.22696263082477028,-0.10967771246889825,-0.12708801542839973,-0.27109471908101535
A strange manuscript found in a copper cylinder,James De Mille,-1.162317251626902,Harper & Brothers,English,-0.6063494645053444,0.8530895661234486,4.0,-0.17329093600099582,-0.06504844407235832,-0.12708801542839973,-0.23395557755137106
Pudd'nhead Wilson,Mark Twain,-0.9153624595423568,Chatto & Windus,English,6.260288420793835e-17,1.990095313607052,3.9,0.29633639370703063,0.03450915465838461,0.10151073318078009,0.21171412080436058
Jacob's Room,Virginia Woolf,-0.11639107338647522,Hogarth Press,English,-0.0007094571025971889,3.0820711304972455,4.5,-0.10620131747127774,-0.023852196321706074,0.04436104602848513,-0.04825986990314954
Zuleika Dobson,Sir Max Beerbohm,-0.8282019446889879,"Boni and Liveright, inc.",English,0.3771210062312268,0.8643470487718011,0.0,-0.22696263082477028,-0.11654375376067362,-0.12708801542839973,-0.27109471908101535
Osudy dobrého vojáka Švejka za světové války,Jaroslav Hašek,-0.5812471526044427,Bikher far alemen,Yiddish,6.260288420793835e-17,0.819317118178391,4.2,0.054813767000045616,-0.05818240278058295,-0.06993832827610479,-0.08539901143279384
Winter Dreams,F. Scott Fitzgerald,0.5227860355382301,Kessinger Publishing,English,-1.3453414001435589,0.9656643926069737,4.5,-0.10620131747127774,-0.09594562988534751,-0.06993832827610479,-0.19681643602172674
The magic fishbone,Charles Dickens,-0.8282019446889879,Constable,,6.260288420793835e-17,2.012610278903757,0.0,-0.22696263082477028,-0.09594562988534751,-0.12708801542839973,-0.23395557755137106
Dangerous Days,Mary Roberts Rinehart,-0.711987924884496,Review of Reviews,,6.260288420793835e-17,1.0444667711454412,0.0,-0.22696263082477028,-0.09594562988534751,-0.12708801542839973,-0.27109471908101535
The Tales and Poems of Edgar Allan Poe in Six Volumes: Vol. IV,Edgar Allan Poe,1.5580871205243187e-15,George Barrie & Son,English,6.260288420793835e-17,1.2921313894091964,4.2,0.054813767000045616,-0.010120113738155325,-0.12708801542839973,-0.011120728373505239
Sun Also Rises,Ernest Hemingway,0.4937325305871071,Scribner,English,-0.34520193837755436,1.4272211811894266,3.71,0.6193058173090934,0.7897736967536758,0.5587082303991397,1.0659143759861796
Glinda of oz,L. Frank Baum,0.08698346127138554,Collins,English,6.260288420793835e-17,2.496682032782915,3.5,-0.13303716488316497,-0.054749382134695254,-0.12708801542839973,-0.15967729449208246
The Poison Belt,Arthur Conan Doyle,-0.799148439737865,Hodder and Stoughton,English,6.260288420793835e-17,3.4985979884862886,4.67,-0.038977519704500245,-0.03758427890525682,-0.06993832827610479,-0.04825986990314954
I promessi sposi,Alessandro Manzoni,-1.9467618853072222,D. Green,,6.260288420793835e-17,1.4272211811894266,3.33,-0.09291757300239356,-0.006687093092267637,-0.012788641123809825,-0.12253815296243814
Burning Daylight,Jack London,-0.8427286971645495,"McKinlay, Stone & Mackenzie]",English,6.260288420793835e-17,3.318478266112648,4.0,-0.11961924117722136,-0.013553134384043012,-0.012788641123809825,-0.19681643602172674
The Scarecrow of Oz,L. Frank Baum,-0.770094934786742,Reilly & Lee,English,-0.011822117788886128,2.6768017551565553,3.29,0.08205215212311116,-0.034151258259369134,-0.012788641123809825,-0.04825986990314954
The widow Lerouge,Émile Gaboriau,-1.3802185387603243,J. R. Osgood and company,English,-0.7452577230839562,1.280873906760844,0.0,-0.22696263082477028,-0.09594562988534751,-0.12708801542839973,-0.23395557755137106
Treasure Island,Robert Louis Stevenson,0.6971070652449679,CreateSpace Independent Publishing Platform,English,-0.08961074259290872,0.8530895661234486,4.0,-0.11961924117722136,-0.07534750601002138,-0.012788641123809825,-0.19681643602172674
Black Beauty,Anna Sewell,0.7406873226716523,Independently Published,English,6.260288420793835e-17,1.303388872057549,5.0,-0.09278339376533414,-0.02728521696759376,-0.12708801542839973,-0.19681643602172674
Dr. Nikola returns,Guy Newell Boothby,0.17414397612475443,Borgo Press,English,-0.18962468876950916,0.8643470487718011,0.0,-0.22696263082477028,-0.1268428156983367,-0.12708801542839973,-0.27109471908101535
The golden scorpion.,Sax Rohmer,-0.6974611724089346,,English,6.260288420793835e-17,0.819317118178391,3.0,-0.18670885970693943,-0.11311073311478594,-0.12708801542839973,-0.23395557755137106
An American tragedy.,Theodore Dreiser,-0.29071210309321305,World Publishing Co.,English,6.260288420793835e-17,1.5960834209147141,3.75,0.17557508035353814,0.11003560886791372,0.04436104602848513,0.026018413156139064
Life and Adventures of Santa Claus,L. Frank Baum,0.5373127880137916,Penguin Publishing Group,English,6.260288420793835e-17,1.8212330738817644,0.0,-0.22696263082477028,-0.09594562988534751,-0.012788641123809825,-0.27109471908101535
Jean-Christophe ...,Romain Rolland,-0.9879962219201642,P. Ollendorff,French,6.260288420793835e-17,0.8305746008267435,4.0,-0.17329093600099582,-0.06504844407235832,-0.012788641123809825,-0.19681643602172674
The phoenix and the carpet,Edith Nesbit,-0.1309178258620367,Penguin,English,-0.22296267082837598,2.721831685749965,2.71,0.027575381876980064,0.13749977403501523,-0.012788641123809825,0.026018413156139064
Micah Clarke,Arthur Conan Doyle,-1.1477904991513406,"Longmans, Green",English,0.7271698178493284,0.8643470487718011,0.0,-0.22696263082477028,-0.0993786505312352,-0.12708801542839973,-0.27109471908101535
In freedom's cause,G. A. Henty,-1.0461032318224102,Blackie,English,-0.411877902495288,0.751772222288276,5.0,-0.1598730122950522,-0.08221354730179675,-0.12708801542839973,-0.23395557755137106
Ivanhoe,Sir Walter Scott,0.7116338177205294,"Grupo Anaya, S.A.",Spanish,6.260288420793835e-17,1.4947660770795417,0.0,-0.22696263082477028,-0.07534750601002138,-0.12708801542839973,-0.27109471908101535
Kim,Rudyard Kipling,-0.9734694694446028,Doubleday,,6.260288420793835e-17,3.1383585437390082,3.5,0.2426646988832562,0.11346862951380142,-0.012788641123809825,0.21171412080436058
Résurrection,Lev Nikolaevič Tolstoy,1.5580871205243187e-15,Aldin Michel,French,-0.9008349726920013,2.4291371368928,0.0,-0.22696263082477028,-0.11311073311478594,-0.06993832827610479,-0.27109471908101535
The Marble Faun,Nathaniel Hawthorne,1.5580871205243187e-15,The Nottingham Society,English,6.260288420793835e-17,1.1120116670355562,4.0,-0.11961924117722136,-0.0169861550299307,-0.012788641123809825,-0.15967729449208246
The Wouldbegoods,Edith Nesbit,-0.9734694694446028,Harper & Brothers Publishers,English,0.12152981044658115,1.5397960076729518,3.0,-0.18670885970693943,-0.06161542342647063,-0.12708801542839973,-0.12253815296243814
"Harold, the last of the Saxon kings","Edward Bulwer Lytton, Baron Lytton",-1.7433873506493613,R. Bentley,,6.260288420793835e-17,0.7630297049366285,3.45,0.2822475738157899,-0.0719144853641337,-0.12708801542839973,-0.08539901143279384
Mrs. Dalloway,Virginia Woolf,0.7842675800983367,Nikol Verlag,German,-0.2007373494557981,2.5079395154312674,4.0,-0.17329093600099582,-0.013553134384043012,-0.06993832827610479,-0.15967729449208246
