Title,Author,Publication date,Publisher,Language,Pages,Editions,Rating,Aggregate approval,Want to read,Currently reading,Have read
The Only Victor,Douglas Reeman,0.3194115008803693,William Heinemann,,0.34378302417235995,-0.19385632017333485,0.0,-0.22696263082477028,-0.1199767744065613,-0.12708801542839973,-0.23395557755137106
Dusty answer.,Rosamond Lehmann,0.10151021374694702,Harcourt Brace Jovanovich,English,0.47157862206468276,-0.19385632017333485,5.0,-0.1598730122950522,-0.07878052665590907,-0.12708801542839973,-0.23395557755137106
The Bobbsey Twins at the county fair,Laura Lee Hope,-0.6684076674578117,Grosset and Dunlap,,6.260288420793835e-17,-0.19385632017333485,0.0,-0.22696263082477028,-0.123409795052449,-0.12708801542839973,-0.27109471908101535
Pegasus in space,Anne McCaffrey,0.4646790256359841,Ballantine,English,0.46046596137839385,-0.19385632017333485,4.75,0.027977919588158387,-0.06161542342647063,-0.012788641123809825,-0.011120728373505239
The Road to Gandolfo,Robert Ludlum,0.1160369662225085,Hart-Davis MacGibbon,English,0.1659804531917369,-0.19385632017333485,3.33,-0.09291757300239356,-0.10624469182301056,-0.12708801542839973,-0.15967729449208246
The fashionable adventures of Joshua Craig,David Graham Phillips,-0.8572554496401109,D. Appleton and Company,,6.260288420793835e-17,-0.19385632017333485,0.0,-0.22696263082477028,-0.1268428156983367,-0.12708801542839973,-0.27109471908101535
Jane Eyre,Charlotte Brontë,0.7406873226716523,HarperCollins Publishers Limited,English,6.260288420793835e-17,-0.19385632017333485,0.0,-0.22696263082477028,-0.1268428156983367,-0.12708801542839973,-0.27109471908101535
A kind of loving,Stan Barstow,0.08698346127138554,Michael Joseph,English,-0.028491108818319538,-0.19385632017333485,5.0,-0.1598730122950522,-0.11311073311478594,-0.12708801542839973,-0.19681643602172674
Hellboy.,Michael Mignola,0.4646790256359841,Dark Horse Comics,English,6.260288420793835e-17,-0.18259883752498235,4.14,0.16188879817347565,-0.006687093092267637,-0.06993832827610479,0.13743583774507198
Amber Brown Wants Extra Credit,Paula Danziger,0.4065720157337382,G. P. Putnam's Sons,English,6.260288420793835e-17,-0.19385632017333485,0.0,-0.22696263082477028,-0.10624469182301056,-0.12708801542839973,-0.19681643602172674
Pecos Bill,Steven Kellogg,0.26130449097812336,Morrow,English,-1.3897920428887147,-0.18259883752498235,0.0,-0.22696263082477028,-0.07878052665590907,-0.06993832827610479,-0.23395557755137106
The keeping quilt,Patricia Polacco,0.2903579959292463,Simon & Schuster Books for Young Readers,English,-1.4342426856338706,-0.19385632017333485,4.8,0.09506753811787645,0.013911030783058486,-0.06993832827610479,-0.08539901143279384
CatStronauts,Drew Brockington,0.7552140751472138,Hachette Children's Group,English,-0.5452298307307553,-0.19385632017333485,5.0,-0.09278339376533414,-0.09594562988534751,-0.12708801542839973,-0.23395557755137106
The emperor of ice-cream,Brian Moore,-0.04375731100866781,Viking Press,English,-0.22296267082837598,-0.19385632017333485,1.0,-0.21354470711882664,-0.1199767744065613,-0.12708801542839973,-0.23395557755137106
Guilty wives,James Patterson,0.639000055342722,W F Howes,English,1.3661478073109425,-0.19385632017333485,0.0,-0.22696263082477028,-0.0169861550299307,-0.06993832827610479,-0.19681643602172674
Night sins,Tami Hoag,0.3920452632581767,Bantam Books,English,1.0716622991242855,-0.19385632017333485,3.67,-0.07923129082233109,-0.06161542342647063,-0.012788641123809825,-0.12253815296243814
Eye of the Storm,V. C. Andrews,0.4937325305871071,Pocket Books,English,6.260288420793835e-17,-0.19385632017333485,3.0,-0.18670885970693943,-0.0444503201970322,-0.12708801542839973,-0.19681643602172674
The Prometheus design,Sondra Marshak,0.2031974810758774,Pocket Books,English,-0.5563424914170442,-0.19385632017333485,4.0,-0.17329093600099582,-0.10624469182301056,-0.12708801542839973,-0.23395557755137106
Native tongue,Carl Hiaasen,0.33393825335593075,Knopf,English,0.19376210490745926,-0.19385632017333485,4.0,-0.17329093600099582,-0.10967771246889825,-0.06993832827610479,-0.19681643602172674
Evil star,Anthony Horowitz,0.551839540489353,Scholastic Press,English,0.15486779250544797,-0.19385632017333485,4.14,0.16188879817347565,-0.08221354730179675,0.15866042033307504,0.10029669621542767
The taking of Pelham one two three,John Godey,0.07245670879582405,Putnam,English,0.14375513181915903,-0.19385632017333485,3.0,-0.18670885970693943,-0.10967771246889825,-0.12708801542839973,-0.23395557755137106
Where late the sweet birds sang,Kate Wilhelm,0.13056371869806999,Pocket Books,English,-0.4618848755835882,-0.19385632017333485,3.2,-0.012275851529672453,-0.054749382134695254,-0.06993832827610479,0.13743583774507198
Black amber.,Phyllis A. Whitney,-0.05828406348422929,Appleton-Century,English,-0.03404743916146401,-0.19385632017333485,4.0,-0.17329093600099582,-0.07878052665590907,-0.12708801542839973,-0.15967729449208246
Spiderweb for Two,Elizabeth Enright,0.580893045440476,Square Fish,English,-0.36742725975013224,-0.19385632017333485,3.33,-0.09291757300239356,-0.08564656794768444,-0.12708801542839973,-0.04825986990314954
Jane and Prudence,Barbara Pym,0.18867072860031592,Granada,English,-0.21185001014208704,-0.19385632017333485,5.0,-0.1598730122950522,-0.08907958859357212,-0.12708801542839973,-0.23395557755137106
Poganuc people,Harriet Beecher Stowe,-1.3075847763825168,"S. Low, Marston, Searle, & Rivington",,6.260288420793835e-17,-0.19385632017333485,0.0,-0.22696263082477028,-0.1268428156983367,-0.12708801542839973,-0.23395557755137106
The adventures of Jimmy Skunk.,Thornton W. Burgess,-0.7265146773600576,"Little, Brown, and company",English,-0.9563982761234461,-0.19385632017333485,0.0,-0.22696263082477028,-0.11311073311478594,-0.12708801542839973,-0.23395557755137106
Last Term at Malory Towers,Enid Blyton,-0.014703806057544844,Granada Publishing Ltd,English,6.260288420793835e-17,-0.19385632017333485,4.25,0.2292467751773126,-0.05131636148880757,0.10151073318078009,-0.011120728373505239
"Amor Perdido (Hank El Perro Vaquero, No 5)",John R. Erickson,0.3629917583070537,Butterworth-Heinemann,Spanish,6.260288420793835e-17,-0.19385632017333485,0.0,-0.22696263082477028,-0.11311073311478594,-0.06993832827610479,-0.27109471908101535
The thistle and the rose,Eleanor Alice Burford Hibbert,-0.07281081595979078,R. Hale,English,-0.0173784481320306,-0.19385632017333485,5.0,-0.1598730122950522,-0.11654375376067362,-0.12708801542839973,-0.15967729449208246
Legends and stories of Ireland,Samuel Lover,-1.9903421427339065,W.F. Wakeman ...,English,-0.3507582687206988,-0.19385632017333485,0.0,-0.22696263082477028,-0.123409795052449,-0.12708801542839973,-0.27109471908101535
The House of Stairs,Ruth Rendell,0.3048847484048078,Harmony Books,English,-0.07294175156347531,-0.19385632017333485,0.0,-0.22696263082477028,-0.11654375376067362,-0.12708801542839973,-0.27109471908101535
By conduct and courage,G. A. Henty,-0.9298892120179183,C. Scribner's Sons,,6.260288420793835e-17,-0.19385632017333485,0.0,-0.22696263082477028,-0.1268428156983367,-0.12708801542839973,-0.27109471908101535
Our friend the charlatan,George Gissing,-0.9734694694446028,Chapman and Hall,English,0.7438388088787619,-0.19385632017333485,0.0,-0.22696263082477028,-0.1268428156983367,-0.12708801542839973,-0.27109471908101535
En route.,Joris-Karl Huysmans,-1.0606299842979716,Tresse & Stock,French,0.9327540405456738,-0.19385632017333485,0.0,-0.22696263082477028,-0.123409795052449,-0.12708801542839973,-0.27109471908101535
Beautiful losers,Leonard Cohen,0.3629917583070537,Vintage Books,English,-0.2618569832303873,-0.19385632017333485,4.0,-0.11961924117722136,-0.09594562988534751,-0.06993832827610479,-0.15967729449208246
"Flash, Bang, Wheee!",Karen Clark,0.4792057781115456,Mantra Lingua,English,-1.4675806676927372,-0.19385632017333485,0.0,-0.22696263082477028,-0.1268428156983367,-0.12708801542839973,-0.27109471908101535
The Efficiency Expert,Edgar Rice Burroughs,0.5373127880137916,Cosimo Classics,English,-0.3896525811227101,-0.19385632017333485,0.0,-0.22696263082477028,-0.1199767744065613,-0.12708801542839973,-0.27109471908101535
Close-up.,Len Deighton,0.05792995632026258,Atheneum,English,0.5049166041235496,-0.19385632017333485,0.0,-0.22696263082477028,-0.1268428156983367,-0.12708801542839973,-0.27109471908101535
Infinity and the mind,Rudy Rucker,0.2031974810758774,Birkhäuser,English,0.28821972074091523,-0.18259883752498235,0.0,-0.22696263082477028,-0.09594562988534751,-0.12708801542839973,-0.27109471908101535
Tsubasa.,Clamp,0.580893045440476,Del Rey/Ballantine,English,-0.589680473475911,-0.18259883752498235,0.0,-0.22696263082477028,-0.1268428156983367,-0.12708801542839973,-0.27109471908101535
Gaspar Ruiz,Joseph Conrad,0.15961722364919295,Bruguera,Spanish,-0.9119476333782903,-0.19385632017333485,0.0,-0.22696263082477028,-0.1268428156983367,-0.12708801542839973,-0.27109471908101535
Living alone,Stella Benson,-0.711987924884496,Macmillan,,6.260288420793835e-17,-0.19385632017333485,0.0,-0.22696263082477028,-0.10624469182301056,-0.12708801542839973,-0.27109471908101535
The indiscretion of the duchess,Anthony Hope,-1.075156736773533,H. Holt and company,,6.260288420793835e-17,-0.19385632017333485,0.0,-0.22696263082477028,-0.1199767744065613,-0.12708801542839973,-0.27109471908101535
The Gabriel Chronicles,Dennis Flannery,0.7261605701960908,iUniverse,,0.05485384632884751,-0.19385632017333485,0.0,-0.22696263082477028,-0.1268428156983367,-0.12708801542839973,-0.27109471908101535
"""Plain or ringlets?""",Robert Smith Surtees,-2.4406714694763125,"Printed for subscribers from the plates of the original ed. issued by Bradbury, Agnew & Co.",,6.260288420793835e-17,-0.19385632017333485,0.0,-0.22696263082477028,-0.1268428156983367,-0.12708801542839973,-0.27109471908101535
The World's Strongest Rearguard,Tôwa,0.7552140751472138,Yen On,,-0.36742725975013224,-0.19385632017333485,0.0,-0.22696263082477028,-0.1268428156983367,-0.12708801542839973,-0.27109471908101535
The second generation,David Graham Phillips,-0.8863089545912338,Appleton,,6.260288420793835e-17,-0.19385632017333485,0.0,-0.22696263082477028,-0.1268428156983367,-0.12708801542839973,-0.27109471908101535
The Moorland Cottage,Elizabeth Cleghorn Gaskell,0.551839540489353,BiblioBazaar,English,-0.9897362581823129,-0.19385632017333485,0.0,-0.22696263082477028,-0.1199767744065613,-0.12708801542839973,-0.27109471908101535
Miraculous,Elle Stephens,0.7697408276227753,"Little, Brown Books for Young Readers",English,-1.4342426856338706,-0.19385632017333485,0.0,-0.22696263082477028,-0.0993786505312352,-0.12708801542839973,-0.23395557755137106
The Man Whom the Trees Loved,Algernon Blackwood,0.5663662929649145,IndyPublish,English,-0.9897362581823129,-0.19385632017333485,0.0,-0.22696263082477028,-0.1199767744065613,-0.12708801542839973,-0.27109471908101535
Garrison the Garbage Truck,P. J. Parisi,0.7842675800983367,LivePage LLC,English,6.260288420793835e-17,-0.19385632017333485,0.0,-0.22696263082477028,-0.1268428156983367,-0.12708801542839973,-0.27109471908101535
A rebellious heroine,John Kendrick Bangs,-1.0461032318224102,Harper & brothers publishers,English,-0.36187092940698773,-0.19385632017333485,0.0,-0.22696263082477028,-0.123409795052449,-0.12708801542839973,-0.27109471908101535
Under the yoke,Иван Минчов Вазов,-0.8136751922134264,W. Heinemann,English,0.06041017667199198,-0.19385632017333485,0.0,-0.22696263082477028,-0.10967771246889825,-0.06993832827610479,-0.23395557755137106
The visionary novels of George Macdonald,George MacDonald,-0.20355158823984412,Noonday Press,English,0.7994021123102065,-0.19385632017333485,0.0,-0.22696263082477028,-0.11654375376067362,-0.12708801542839973,-0.27109471908101535
A Crowning Mercy,Bernard Cornwell,0.5082592830626685,HarperCollins Publishers Ltd,,1.0549933080948521,-0.19385632017333485,0.0,-0.22696263082477028,-0.11654375376067362,-0.12708801542839973,-0.27109471908101535
Sarek,A. C. Crispin,0.3775185107826152,Pocket Books,English,0.8327400943690734,-0.19385632017333485,5.0,-0.1598730122950522,-0.07878052665590907,-0.12708801542839973,-0.19681643602172674
Great northern?,Arthur Michell Ransome,-0.3052388555687745,J. Cape,English,0.3382266938292155,-0.19385632017333485,0.0,-0.22696263082477028,-0.1199767744065613,-0.06993832827610479,-0.27109471908101535
Rabble in arms,"Roberts, Kenneth Lewis",-0.5086133902266353,"Doubleday, Doran & Company, inc.",English,3.2219621419211952,-0.19385632017333485,0.0,-0.22696263082477028,-0.10624469182301056,-0.12708801542839973,-0.27109471908101535
Shikasta,Doris Lessing,0.18867072860031592,Vintage Books,English,0.4104589882900936,-0.19385632017333485,4.0,-0.17329093600099582,-0.06161542342647063,-0.06993832827610479,-0.19681643602172674
The adventures of the Stainless Steel Rat,Harry Harrison,0.05792995632026258,Nelson Doubleday,English,0.6438248627021613,-0.19385632017333485,3.0,-0.0659475463534469,-0.08221354730179675,-0.12708801542839973,0.026018413156139064
Sarum,Edward Rutherfurd,1.5580871205243187e-15,,,3.371983061186096,-0.19385632017333485,4.5,0.014559995882214774,-0.0719144853641337,-0.06993832827610479,-0.08539901143279384
Wolfville,Alfred Henry Lewis,-1.0315764793468487,Grosset & Dunlap,,6.260288420793835e-17,-0.19385632017333485,0.0,-0.22696263082477028,-0.123409795052449,-0.12708801542839973,-0.27109471908101535
Spy sinker,Len Deighton,0.3194115008803693,HarperCollins,English,0.4660222917215383,-0.19385632017333485,0.0,-0.22696263082477028,-0.0993786505312352,-0.06993832827610479,-0.23395557755137106
Regiment of Women,Clemence Dane,-0.6684076674578117,Macmillan,English,0.6827191751041727,-0.19385632017333485,0.0,-0.22696263082477028,-0.11654375376067362,-0.12708801542839973,-0.27109471908101535
The snow spider,Jenny Nimmo,0.26130449097812336,Methuen,English,6.260288420793835e-17,-0.19385632017333485,0.0,-0.22696263082477028,-0.1199767744065613,-0.12708801542839973,-0.27109471908101535
Scorpia,Anthony Horowitz,0.5227860355382301,,English,6.260288420793835e-17,-0.19385632017333485,4.1,0.9283206002569748,0.07227238176314917,0.04436104602848513,1.140192659045468
Geschiedenis van een gevallen engel,Henning Mankell,0.6244733028671604,De Geus,Dutch,6.260288420793835e-17,-0.19385632017333485,2.33,-0.1331713441202244,-0.1268428156983367,-0.12708801542839973,-0.15967729449208246
The works of Aphra Behn,Aphra Behn,-0.770094934786742,W. Heinemann,,6.260288420793835e-17,-0.18259883752498235,0.0,-0.22696263082477028,-0.123409795052449,-0.12708801542839973,-0.27109471908101535
Partial portraits,Henry James,-1.075156736773533,Macmillan and Co.,English,0.6549375233884502,-0.18259883752498235,5.0,-0.1598730122950522,-0.1199767744065613,-0.12708801542839973,-0.23395557755137106
Blood Magick,Nora Roberts,1.5580871205243187e-15,Magna Large Print Books,English,6.260288420793835e-17,-0.19385632017333485,4.0,-0.0659475463534469,0.07227238176314917,-0.06993832827610479,0.17457497927471627
La Vendée.,Anthony Trollope,-1.3075847763825168,Chapman and Hall,French,0.5938178896138611,-0.19385632017333485,0.0,-0.22696263082477028,-0.1268428156983367,-0.12708801542839973,-0.27109471908101535
"The Letter, the Witch, and the Ring",John Bellairs,0.1160369662225085,Dial Press,English,-0.5674551521033332,-0.19385632017333485,0.0,-0.22696263082477028,-0.09594562988534751,-0.12708801542839973,-0.12253815296243814
Play with me,Marie Hall Ets,0.21772423355143888,Viking Press,English,-1.4397990159770149,-0.19385632017333485,4.0,-0.17329093600099582,-0.11311073311478594,-0.12708801542839973,-0.08539901143279384
Too Late the Phalarope,Alan Paton,-0.2616585981420901,Scribner Book Company,English,6.260288420793835e-17,-0.19385632017333485,0.0,-0.22696263082477028,-0.10967771246889825,-0.12708801542839973,-0.27109471908101535
Marion Fay,Anthony Trollope,-1.249477766480271,B. Tauchnitz,,6.260288420793835e-17,-0.19385632017333485,0.0,-0.22696263082477028,-0.1199767744065613,-0.12708801542839973,-0.27109471908101535
I Don't Know How She Does It,Allison Pearson,0.5082592830626685,Penguin Random House,English,0.43268430966267146,-0.19385632017333485,0.0,-0.22696263082477028,-0.123409795052449,-0.12708801542839973,-0.23395557755137106
The Inheritors,William Golding,0.5373127880137916,Faber & Faber,English,-0.2785259742598207,-0.19385632017333485,0.0,-0.22696263082477028,0.00017894819950773705,-0.12708801542839973,-0.23395557755137106
Pay it forward,Catherine Ryan Hyde,0.4646790256359841,Simon & Schuster,English,-0.011822117788886128,-0.19385632017333485,5.0,-0.1598730122950522,-0.054749382134695254,-0.012788641123809825,-0.15967729449208246
A fine of two hundred francs,Elsa Triolet,0.26130449097812336,Penguin Books-Virago Press,English,-0.0173784481320306,-0.19385632017333485,0.0,-0.22696263082477028,-0.123409795052449,-0.12708801542839973,-0.27109471908101535
The High Crusade,Poul Anderson,-0.11639107338647522,Doubleday,English,-0.5452298307307553,-0.19385632017333485,4.0,-0.012275851529672453,-0.06161542342647063,-0.06993832827610479,-0.04825986990314954
The gazebo,Patricia Wentworth,0.34846500583149226,HarperPerennial,English,0.010403203583691751,-0.19385632017333485,4.0,-0.17329093600099582,-0.08221354730179675,-0.12708801542839973,-0.12253815296243814
It Had to Be,Cecily von Ziegesar,0.5663662929649145,Poppy,English,6.260288420793835e-17,-0.19385632017333485,5.0,-0.025693775235616067,-0.06504844407235832,-0.12708801542839973,-0.08539901143279384
Small g,Patricia Highsmith,0.3920452632581767,Bloomsbury,English,-0.1507303763674979,-0.19385632017333485,5.0,-0.1598730122950522,-0.10624469182301056,-0.12708801542839973,-0.23395557755137106
The echo,Minette Walters,0.42109876820929965,Compass Press,English,0.8827470674573735,-0.19385632017333485,0.0,-0.22696263082477028,-0.10624469182301056,-0.12708801542839973,-0.27109471908101535
Journey to Jo'burg,Beverley Naidoo,0.26130449097812336,Scholastic,English,-1.1897641505355139,-0.19385632017333485,4.88,0.2968731106552684,0.3194498682670626,0.6730076047037297,0.21171412080436058
The ship of stars,Arthur Thomas Quiller-Couch,-1.0025229743957258,Scribner,English,0.46046596137839385,-0.19385632017333485,0.0,-0.22696263082477028,-0.1268428156983367,-0.12708801542839973,-0.27109471908101535
Wanted,Judi McCoy,0.5227860355382301,Avon,English,0.47157862206468276,-0.19385632017333485,0.0,-0.22696263082477028,-0.1268428156983367,-0.12708801542839973,-0.27109471908101535
The Lemon Tree,Helen Forrester,0.3194115008803693,Harper & Collins,English,0.521585595152983,-0.19385632017333485,0.0,-0.22696263082477028,-0.123409795052449,-0.12708801542839973,-0.27109471908101535
Comes the blind fury,John Saul,0.18867072860031592,Coronet,English,-0.40076524180899903,-0.19385632017333485,5.0,-0.1598730122950522,-0.04788334084291988,-0.12708801542839973,-0.23395557755137106
Whistle,James Jones,1.5580871205243187e-15,Delacorte Press,,0.9271977102025293,-0.19385632017333485,0.0,-0.22696263082477028,-0.11654375376067362,-0.12708801542839973,-0.27109471908101535
Rainbow In The Mist - Large Print Edition,Phyllis A. Whitney,0.3048847484048078,Fawcett Crest/Doubleday,English,6.260288420793835e-17,-0.19385632017333485,0.0,-0.22696263082477028,-0.08564656794768444,-0.12708801542839973,-0.23395557755137106
"Paul Bunyan, a tall tale",Steven Kellogg,0.23225098602700037,Mulberry Books,,-1.3897920428887147,-0.18259883752498235,3.0,-0.18670885970693943,-0.10967771246889825,-0.06993832827610479,-0.23395557755137106
Naked,David Sedaris,0.43562552068486116,Indigo,English,0.0048468732405472816,-0.18259883752498235,3.5,-0.13303716488316497,0.010478010137170798,0.04436104602848513,-0.08539901143279384
Dream park,Larry Niven,0.18867072860031592,Phantasia Press,English,0.7994021123102065,-0.19385632017333485,3.67,-0.07923129082233109,-0.11311073311478594,-0.12708801542839973,-0.011120728373505239
Alert,James Patterson,0.6825803127694063,Century,English,6.260288420793835e-17,-0.19385632017333485,0.0,-0.22696263082477028,-0.0993786505312352,-0.06993832827610479,-0.19681643602172674
The battle-ground,Ellen Anderson Gholson Glasgow,-0.9589427169690413,"Doubleday, Page",,6.260288420793835e-17,-0.19385632017333485,0.0,-0.22696263082477028,-0.1268428156983367,-0.12708801542839973,-0.27109471908101535
"To say nothing of the dog, or, How we found the bishop's bird stump at last",Connie Willis,0.42109876820929965,Bantam Books,English,0.7994021123102065,-0.19385632017333485,3.71,0.46996432646194103,0.058540299179598417,-0.012788641123809825,0.43454896998222636
Dark Possession,Christine Feehan,0.5663662929649145,Berkley Books,English,0.3771210062312268,-0.18259883752498235,0.0,-0.22696263082477028,-0.10281167117712288,-0.06993832827610479,-0.19681643602172674
The Game of Kings,Dorothy Dunnett,-0.10186432091091374,Putnam,English,1.4050421197129537,-0.19385632017333485,4.67,-0.038977519704500245,-0.03071823761348145,-0.06993832827610479,-0.15967729449208246
War and remembrance,Herman Wouk,1.5580871205243187e-15,,,4.177650960942044,-0.19385632017333485,0.0,-0.22696263082477028,-0.10281167117712288,-0.12708801542839973,-0.15967729449208246
Pagan babies,Elmore Leonard,0.4646790256359841,Delacorte Press,English,-0.1507303763674979,-0.19385632017333485,0.0,-0.22696263082477028,-0.123409795052449,-0.12708801542839973,-0.23395557755137106
The Karate Mouse,Elisabetta Dami,0.5373127880137916,Scholastic,,6.260288420793835e-17,-0.19385632017333485,0.0,-0.22696263082477028,-0.11311073311478594,-0.12708801542839973,-0.27109471908101535
Flint,Louis L'Amour,0.04340320384470109,Bantam Books,English,-0.5841241431327665,-0.19385632017333485,4.75,0.027977919588158387,0.16153091855622903,0.4444088560945499,0.17457497927471627
"Smith and the pharaohs, and other tales",H. Rider Haggard,-0.6829344199333731,"Longmans, Green & Co.",,6.260288420793835e-17,-0.19385632017333485,0.0,-0.22696263082477028,-0.123409795052449,-0.12708801542839973,-0.27109471908101535
Old Indian Days,Charles Eastman,0.5227860355382301,Kessinger Publishing,English,-0.8786096513194235,-0.19385632017333485,0.0,-0.22696263082477028,-0.1268428156983367,-0.12708801542839973,-0.27109471908101535
Three Lives,Gertrude Stein,0.7552140751472138,Independently Published,English,6.260288420793835e-17,-0.19385632017333485,0.0,-0.22696263082477028,-0.1268428156983367,-0.12708801542839973,-0.27109471908101535
Queen of this realm,Eleanor Alice Burford Hibbert,0.24677773850256185,Putnam,English,1.5550630389778544,-0.19385632017333485,0.0,-0.22696263082477028,-0.1268428156983367,-0.12708801542839973,-0.27109471908101535
A fearful responsibility,William Dean Howells,-1.2640045189558324,J.R. Osgood,,6.260288420793835e-17,-0.19385632017333485,4.0,-0.17329093600099582,-0.1268428156983367,-0.12708801542839973,-0.23395557755137106
Razor's Edge,Dale Brown,0.5082592830626685,Avon/HarperCollins,English,0.8049584426533509,-0.19385632017333485,0.0,-0.22696263082477028,-0.09251260923945982,-0.12708801542839973,-0.19681643602172674
Creation,Gore Vidal,0.18867072860031592,Random House,English,1.2216832183891861,-0.19385632017333485,4.6,0.08164961441193284,-0.054749382134695254,0.04436104602848513,-0.011120728373505239
Dragon of the red dawn,Mary Pope Osborne,0.5663662929649145,Random House,English,-1.0119615795548909,-0.19385632017333485,3.5,-0.13303716488316497,0.027643113366609233,-0.012788641123809825,-0.19681643602172674
The Texan scouts,Joseph A. Altsheler,-0.799148439737865,Appleton,English,0.3604520152017934,-0.19385632017333485,0.0,-0.22696263082477028,-0.1268428156983367,-0.12708801542839973,-0.27109471908101535
The hole in the wall,Arthur Morrison,-0.9589427169690413,"McClure, Phillips & co.",English,0.6938318357904616,-0.19385632017333485,0.0,-0.22696263082477028,-0.123409795052449,-0.12708801542839973,-0.27109471908101535
Robinson Crusoe,Daniel Defoe,0.7116338177205294,Independently Published,English,-0.2396316618578094,-0.19385632017333485,0.0,-0.22696263082477028,-0.1268428156983367,-0.12708801542839973,-0.27109471908101535
God's grace,Bernard Malamud,0.21772423355143888,Avon,English,-0.17851202808322023,-0.19385632017333485,0.0,-0.22696263082477028,-0.123409795052449,-0.12708801542839973,-0.27109471908101535
The Warwolf,Hermann Löns,0.551839540489353,Westholme,English,-0.5118918486718884,-0.19385632017333485,0.0,-0.22696263082477028,-0.1268428156983367,-0.12708801542839973,-0.27109471908101535
Savage Dragon,Erik Larsen,0.6680535602938449,Image Comics,,-0.9008349726920013,-0.18259883752498235,0.0,-0.22696263082477028,-0.1268428156983367,-0.12708801542839973,-0.27109471908101535
High Druid of Shannara,Terry Brooks,0.5082592830626685,Ballantine Books,English,0.699388166133606,-0.19385632017333485,3.67,-0.07923129082233109,-0.11654375376067362,-0.12708801542839973,-0.04825986990314954
The towers of silence,Paul Scott,1.5580871205243187e-15,,,0.5938178896138611,-0.19385632017333485,0.0,-0.22696263082477028,-0.10967771246889825,-0.06993832827610479,-0.23395557755137106
In the arena,Booth Tarkington,-0.8136751922134264,"Doubleday, Page & Company",,6.260288420793835e-17,-0.19385632017333485,0.0,-0.22696263082477028,-0.1268428156983367,-0.12708801542839973,-0.27109471908101535
The Rope,Nevada Barr,0.639000055342722,Doubleday,,6.260288420793835e-17,-0.19385632017333485,0.0,-0.22696263082477028,-0.11654375376067362,-0.06993832827610479,-0.23395557755137106
Listen for the whisperer,Phyllis A. Whitney,0.05792995632026258,Doubleday,English,-0.07294175156347531,-0.19385632017333485,2.0,-0.20012678341288304,-0.04788334084291988,-0.06993832827610479,-0.19681643602172674
A stranger in the mirror,Sidney Sheldon,0.1160369662225085,Morrow,English,0.1715367835348814,-0.19385632017333485,4.2,0.054813767000045616,0.037942175304272296,0.04436104602848513,0.13743583774507198
Wayside School is Falling Down,Louis Sachar,0.3048847484048078,"Lothrop, Lee & Shepard Books",English,-0.6174621251916333,-0.19385632017333485,4.18,0.38999350117451703,0.18212904243155514,0.21581010748537,0.24885326233400487
Claudine at St. Clare's,Enid Blyton,1.5580871205243187e-15,Egmont Books Ltd,English,6.260288420793835e-17,-0.19385632017333485,4.0,-0.17329093600099582,-0.07878052665590907,-0.12708801542839973,-0.08539901143279384
Buried for pleasure,Edmund Crispin,-0.1454445783375982,Penguin,English,-0.6341311162210668,-0.19385632017333485,0.0,-0.22696263082477028,-0.0993786505312352,-0.12708801542839973,-0.08539901143279384
77 Shadow Street,Dean Koontz,0.609946550391599,Random House Large Print,English,6.260288420793835e-17,-0.19385632017333485,5.0,-0.1598730122950522,-0.06504844407235832,-0.012788641123809825,-0.12253815296243814
The fire,James Patterson,0.6244733028671604,"Little, Brown",English,6.260288420793835e-17,-0.19385632017333485,0.0,-0.22696263082477028,-0.08564656794768444,-0.12708801542839973,-0.23395557755137106
The Fort,Bernard Cornwell,1.5580871205243187e-15,Windsor,,6.260288420793835e-17,-0.19385632017333485,0.0,-0.22696263082477028,-0.10967771246889825,-0.06993832827610479,-0.27109471908101535
Star Wars,Kathy Tyers,0.3775185107826152,Bantam Press,,0.43268430966267146,-0.19385632017333485,2.8,-0.03911169894155968,-0.05818240278058295,-0.06993832827610479,0.06315755468578337
The system of the world,Neal Stephenson,0.5227860355382301,William Morrow,English,3.3442014094703736,-0.19385632017333485,4.15,0.8867250367685497,-0.0444503201970322,-0.06993832827610479,0.768801243749025
Nightmare hour,R. L. Stine,0.4501522731604226,HarperCollins Pub.,English,-0.789708365829112,-0.19385632017333485,4.33,0.12163502705564481,0.03450915465838461,-0.06993832827610479,0.026018413156139064
Going wrong,Ruth Rendell,0.3194115008803693,Mysterious Press,English,-0.1673993673969313,-0.19385632017333485,0.0,-0.22696263082477028,-0.11654375376067362,-0.12708801542839973,-0.27109471908101535
Warriors: Power of Three #6,Erin Hunter,0.609946550391599,HarperCollins,,0.34378302417235995,-0.19385632017333485,5.0,0.10848546182382007,0.031076134012496922,0.04436104602848513,0.5831055361008036
Life amongst the Modocs,Joaquin Miller,-1.3802185387603243,R. Bentley,,6.260288420793835e-17,-0.18259883752498235,0.0,-0.22696263082477028,-0.11311073311478594,-0.12708801542839973,-0.27109471908101535
Page,Tamora Pierce,0.4646790256359841,Random House,English,-0.1840683584263647,-0.19385632017333485,5.0,-0.025693775235616067,0.017344051428946173,-0.06993832827610479,0.13743583774507198
The Flame and the Flower,Kathleen E. Woodiwiss,0.3920452632581767,William Morrow & Co,English,6.260288420793835e-17,-0.19385632017333485,4.11,0.26936636705808403,0.3606461160177149,0.272959794637665,0.3602706869229378
